task_id,package,function_name,level,contract_status,status_reasons,current_status,current_tier,simple_status,simple_tier,expected_artifacts_task_json,artifacts_written_by_solution,artifacts_compared_by_current_eval,artifacts_compared_by_simple_eval,input_files_declared,input_files_read_by_solution,input_files_previewed_current,functions_called_by_solution,functions_requested_by_task_prompt,uses_internal_helper,uses_hidden_in_script_data,result_assignment_count,overwrites_result,fixture_semantic_flags,task_dir
pharmaverse/admiral/convert_special_cases,admiral,convert_special_cases,L2,D_QUARANTINE_CONTRACT,clinical_placeholders; current_and_simple_timeout; result_overwrite_or_echo_suspected; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/may.tsv; inputs/na_idx.tsv; inputs/no.tsv; inputs/result.tsv; inputs/same.tsv; inputs/treatment_duration.tsv; inputs/xxtpt.tsv,inputs/na_idx.tsv; inputs/result.tsv; inputs/treatment_duration.tsv; inputs/xxtpt.tsv,inputs/may.tsv; inputs/na_idx.tsv; inputs/no.tsv; inputs/result.tsv; inputs/same.tsv; inputs/treatment_duration.tsv; inputs/xxtpt.tsv,,admiral::convert_special_cases,False,False,3,True,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/convert_special_cases
pharmaverse/admiral/convert_start_patterns,admiral,convert_start_patterns,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/may.tsv; inputs/na_idx.tsv; inputs/no.tsv; inputs/result.tsv; inputs/xxtpt.tsv,inputs/na_idx.tsv; inputs/result.tsv; inputs/xxtpt.tsv,inputs/may.tsv; inputs/na_idx.tsv; inputs/no.tsv; inputs/result.tsv; inputs/xxtpt.tsv,stringr::regex,admiral::convert_start_patterns,False,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/convert_start_patterns
pharmaverse/admiral/convert_time_units,admiral,convert_time_units,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/may.tsv; inputs/na_idx.tsv; inputs/no.tsv; inputs/result.tsv; inputs/xxtpt.tsv,inputs/na_idx.tsv; inputs/result.tsv; inputs/xxtpt.tsv,inputs/may.tsv; inputs/na_idx.tsv; inputs/no.tsv; inputs/result.tsv; inputs/xxtpt.tsv,stringr::regex,admiral::convert_time_units,False,False,1,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/convert_time_units
pharmaverse/admiral/convert_treatment_patterns,admiral,convert_treatment_patterns,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/treatment_duration.tsv; inputs/xxtpt.tsv,inputs/na_idx.tsv; inputs/result.tsv; inputs/treatment_duration.tsv; inputs/xxtpt.tsv,inputs/may.tsv; inputs/na_idx.tsv; inputs/no.tsv; inputs/result.tsv; inputs/same.tsv; inputs/treatment_duration.tsv; inputs/xxtpt.tsv,admiral::convert_xxtpt_to_hours,admiral::convert_treatment_patterns; admiral::convert_xxtpt_to_hours,False,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/convert_treatment_patterns
pharmaverse/admiral/convert_xxtpt_to_hours,admiral,convert_xxtpt_to_hours,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/range_method.tsv; inputs/treatment_duration.tsv; inputs/xxtpt.tsv,inputs/range_method.tsv; inputs/treatment_duration.tsv; inputs/xxtpt.tsv,inputs/range_method.tsv; inputs/treatment_duration.tsv; inputs/xxtpt.tsv,admiral::convert_xxtpt_to_hours,admiral::convert_xxtpt_to_hours,False,False,2,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/convert_xxtpt_to_hours
pharmaverse/admiral/count_vals,admiral,count_vals,L1,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:val.tsv,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/val.tsv; inputs/var.tsv,inputs/val.tsv; inputs/var.tsv,inputs/val.tsv; inputs/var.tsv,admiral::count_vals,admiral::count_vals,False,False,1,False,clinical_placeholders; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:val.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/count_vals
pharmaverse/admiral/create_period_dataset,admiral,create_period_dataset,L3,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/datase.tsv; inputs/new_vars.tsv; inputs/subject_keys.tsv,inputs/datase.tsv; inputs/new_vars.tsv; inputs/subject_keys.tsv,inputs/datase.tsv; inputs/dataset.tsv; inputs/new_vars.tsv; inputs/subject_keys.tsv,admiral::create_period_dataset; rlang::exprs; rlang::sym; tibble::as_tibble,admiral::create_period_dataset; rlang::exprs,False,False,1,False,clinical_placeholders; derivation_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/create_period_dataset
pharmaverse/admiral/date_source,admiral,date_source,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:set_values_to.tsv,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv; outputs/result.rds,outputs/result.csv; outputs/result.rds,,,inputs/dataset_name.tsv; inputs/date.tsv; inputs/filter.tsv; inputs/set_values_to.tsv,inputs/dataset_name.tsv; inputs/date.tsv; inputs/filter.tsv; inputs/set_values_to.tsv,inputs/dataset_name.tsv; inputs/date.tsv; inputs/filter.tsv; inputs/set_values_to.tsv,admiral::date_source; rlang::expr,admiral::date_source,False,False,1,False,clinical_placeholders; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:set_values_to.tsv,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/date_source
pharmaverse/admiral/default_qtc_paramcd,admiral,default_qtc_paramcd,L1,F_RERUN_TIMEOUT,current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv; outputs/result.rds; outputs/summary.csv,,,inputs/method.tsv,inputs/method.tsv,inputs/method.tsv,admiraldev::assert_character_scalar,admiral::default_qtc_paramcd,False,False,2,False,,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/default_qtc_paramcd
pharmaverse/admiral/derive_basetype_records,admiral,derive_basetype_records,L1,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/basetypes.tsv; inputs/datase.tsv,inputs/basetypes.tsv; inputs/datase.tsv,inputs/basetypes.tsv; inputs/datase.tsv; inputs/dataset.tsv,admiral::derive_basetype_records; rlang::expr,admiral::derive_basetype_records,False,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_basetype_records
pharmaverse/admiral/derive_locf_records,admiral,derive_locf_records,L3,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,inputs/analysis_var.tsv; inputs/by_vars.tsv; inputs/dataset_ref.tsv; inputs/id_vars_ref.tsv; inputs/imputation.tsv; inputs/keep_vars.tsv; inputs/order.tsv,inputs/analysis_var.tsv; inputs/by_vars.tsv; inputs/dataset.tsv; inputs/dataset_ref.tsv; inputs/id_vars_ref.tsv; inputs/imputation.tsv; inputs/keep_vars.tsv; inputs/order.tsv,admiral::derive_locf_records; admiral::exprs; rlang::sym; rlang::syms,admiral::derive_locf_records; admiral::exprs; rlang::sym,False,False,1,False,clinical_placeholders; derivation_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_locf_records
pharmaverse/admiral/derive_param_bmi,admiral,derive_param_bmi,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/constant_by_vars.tsv; inputs/datase.tsv; inputs/dataset.tsv; inputs/height_code.tsv; inputs/weight_code.tsv,inputs/constant_by_vars.tsv; inputs/datase.tsv; inputs/height_code.tsv; inputs/weight_code.tsv,inputs/constant_by_vars.tsv; inputs/datase.tsv; inputs/dataset.tsv; inputs/height_code.tsv; inputs/weight_code.tsv,admiral::derive_param_bmi; admiral::exprs; admiral::extract_unit; rlang::sym,admiral::derive_param_bmi,False,False,1,False,clinical_placeholders; derivation_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_param_bmi
pharmaverse/admiral/derive_param_map,admiral,derive_param_map,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:set_values_to.tsv; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/datase.tsv; inputs/dataset.tsv; inputs/diabp_code.tsv; inputs/hr_code.tsv; inputs/set_values_to.tsv; inputs/sysbp_code.tsv,inputs/datase.tsv; inputs/diabp_code.tsv; inputs/hr_code.tsv; inputs/set_values_to.tsv; inputs/sysbp_code.tsv,inputs/datase.tsv; inputs/dataset.tsv; inputs/diabp_code.tsv; inputs/hr_code.tsv; inputs/set_values_to.tsv; inputs/sysbp_code.tsv,admiral::derive_param_map; admiral::exprs; admiral::extract_unit; rlang::sym,admiral::derive_param_map,False,False,1,False,clinical_placeholders; derivation_placeholders; rlang_expr_placeholders; scalarish_input_has_complex_placeholder:set_values_to.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_param_map
pharmaverse/admiral/derive_param_qtc,admiral,derive_param_qtc,L3,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; unit_input_has_non_unit_values:get_unit_expr.tsv; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,inputs/by_vars.tsv; inputs/datase.tsv; inputs/method.tsv; inputs/qt_code.tsv; inputs/rr_code.tsv,inputs/by_vars.tsv; inputs/datase.tsv; inputs/dataset.tsv; inputs/get_unit_expr.tsv; inputs/method.tsv; inputs/qt_code.tsv; inputs/rr_code.tsv,admiral::derive_param_qtc; admiral::exprs; admiral::extract_unit; rlang::sym,admiral::derive_param_qtc; admiral::exprs; admiral::extract_unit,False,False,1,False,clinical_placeholders; derivation_placeholders; unit_input_has_non_unit_values:get_unit_expr.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_param_qtc
pharmaverse/admiral/derive_param_rr,admiral,derive_param_rr,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,inputs/datase.tsv; inputs/hr_code.tsv,inputs/datase.tsv; inputs/dataset.tsv; inputs/hr_code.tsv,admiral::derive_param_rr; admiral::exprs; admiral::extract_unit; rlang::sym,admiral::derive_param_rr; admiral::exprs; admiral::extract_unit,False,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_param_rr
pharmaverse/admiral/derive_param_tte,admiral,derive_param_tte,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; current_and_simple_timeout; hidden_in_script_data_suspected; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/dataset_adsl.tsv; inputs/event_conditions.tsv; inputs/start_date.tsv,,inputs/dataset_adsl.tsv; inputs/event_conditions.tsv; inputs/start_date.tsv,admiral::censor_source; admiral::derive_param_tte; admiral::event_source; admiral::exprs,admiral::derive_param_tte,False,True,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_param_tte
pharmaverse/admiral/derive_var_atoxgr_dir,admiral,derive_var_atoxgr_dir,L3,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_input_has_non_unit_values:get_unit_expr.tsv; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,inputs/datase.tsv; inputs/new_var.tsv,inputs/abnormal_indicator.tsv; inputs/criteria_direction.tsv; inputs/datase.tsv; inputs/get_unit_expr.tsv; inputs/high_indicator.tsv; inputs/low_indicator.tsv; inputs/meta_criteria.tsv; inputs/new_var.tsv; inputs/new_var_df.tsv; inputs/signif_dig.tsv; inputs/signif_dig_df.tsv; inputs/tox_description_var.tsv,admiral::derive_var_atoxgr_dir; admiral::extract_unit; rlang::sym,admiral::atoxgr_criteria_ctcv5; admiral::derive_var_atoxgr_dir; admiral::extract_unit,False,False,1,False,clinical_placeholders; unit_input_has_non_unit_values:get_unit_expr.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_var_atoxgr_dir
pharmaverse/admiral/derive_var_base,admiral,derive_var_base,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; scalarish_input_has_complex_placeholder:source_var.tsv; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/by_vars.tsv; inputs/dataset.tsv; inputs/filter.tsv; inputs/new_var.tsv; inputs/source_var.tsv,inputs/by_vars.tsv; inputs/dataset.tsv,inputs/by_vars.tsv; inputs/dataset.tsv; inputs/filter.tsv; inputs/new_var.tsv; inputs/source_var.tsv,admiral::derive_var_base; admiral::exprs; rlang::sym,admiral::derive_var_base,False,False,1,False,clinical_placeholders; derivation_placeholders; scalarish_input_has_complex_placeholder:source_var.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_var_base
pharmaverse/admiral/derive_var_ontrtfl,admiral,derive_var_ontrtfl,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; current_and_simple_timeout; hidden_in_script_data_suspected,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,,inputs/dataset.tsv; inputs/end_date.tsv; inputs/end_date_df.tsv; inputs/filter_pre_timepoint.tsv; inputs/filter_pre_timepoint_df.tsv; inputs/ignore_time_for_ref_end_dat.tsv; inputs/ignore_time_for_ref_end_dat_df.tsv; inputs/new_var.tsv; inputs/ref_end_date.tsv; inputs/ref_end_date_df.tsv; inputs/ref_end_window.tsv; inputs/ref_end_window_df.tsv; inputs/ref_start_date.tsv; inputs/ref_start_date_df.tsv; inputs/span_period.tsv; inputs/span_period_df.tsv; inputs/start_date.tsv; inputs/start_date_df.tsv,admiral::derive_var_ontrtfl,admiral::derive_var_ontrtfl,False,True,1,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_var_ontrtfl
pharmaverse/admiral/derive_var_pchg,admiral,derive_var_pchg,L1,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/dataset.tsv,inputs/dataset.tsv,inputs/dataset.tsv,admiral::derive_var_pchg,admiral::derive_var_pchg,False,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_var_pchg
pharmaverse/admiral/derive_var_trtdurd,admiral,derive_var_trtdurd,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/datase.tsv; inputs/end_date.tsv; inputs/start_date.tsv,inputs/datase.tsv; inputs/end_date.tsv; inputs/start_date.tsv,inputs/datase.tsv; inputs/end_date.tsv; inputs/end_date_df.tsv; inputs/start_date.tsv; inputs/start_date_df.tsv,admiral::derive_var_trtdurd,admiral::derive_var_trtdurd,False,False,1,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_var_trtdurd
pharmaverse/admiral/derive_var_trtemfl,admiral,derive_var_trtemfl,L3,D_QUARANTINE_CONTRACT,clinical_placeholders; current_and_simple_timeout; hidden_in_script_data_suspected,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,,inputs/admiral.tsv,admiral::derive_var_trtemfl,admiral::derive_var_trtemfl,False,True,1,False,clinical_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_var_trtemfl
pharmaverse/admiral/derive_vars_aage,admiral,derive_vars_aage,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/datase.tsv,inputs/datase.tsv,inputs/age_unit.tsv; inputs/datase.tsv; inputs/end_date.tsv; inputs/end_date_df.tsv; inputs/start_date.tsv; inputs/start_date_df.tsv; inputs/type.tsv; inputs/type_df.tsv,admiral::derive_vars_aage,admiral::derive_vars_aage,False,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_aage
pharmaverse/admiral/derive_vars_atc,admiral,derive_vars_atc,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; scalarish_input_has_complex_placeholder:value_var.tsv; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/datase.tsv; inputs/dataset_facm.tsv,inputs/datase.tsv; inputs/dataset_facm.tsv,inputs/by_vars.tsv; inputs/datase.tsv; inputs/dataset_facm.tsv; inputs/id_vars.tsv; inputs/value_var.tsv,admiral::derive_vars_atc; admiral::exprs,admiral::derive_vars_atc; admiral::exprs,False,False,1,False,clinical_placeholders; derivation_placeholders; scalarish_input_has_complex_placeholder:value_var.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_atc
pharmaverse/admiral/derive_vars_cat,admiral,derive_vars_cat,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/datase.tsv,inputs/datase.tsv,inputs/by_vars.tsv; inputs/datase.tsv; inputs/dataset.tsv; inputs/definition.tsv,admiral::derive_vars_cat; admiral::exprs,admiral::derive_vars_cat; admiral::exprs,False,False,1,False,clinical_placeholders; derivation_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_cat
pharmaverse/admiral/derive_vars_computed,admiral,derive_vars_computed,L3,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; derivation_placeholders; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/by_vars.tsv; inputs/constant_by_vars.tsv; inputs/constant_parameters.tsv; inputs/datase.tsv; inputs/dataset_add.tsv; inputs/filter_add.tsv; inputs/new_vars.tsv; inputs/parameters.tsv,inputs/datase.tsv; inputs/dataset_add.tsv,inputs/by_vars.tsv; inputs/constant_by_vars.tsv; inputs/constant_parameters.tsv; inputs/datase.tsv; inputs/dataset_add.tsv; inputs/filter_add.tsv; inputs/new_vars.tsv; inputs/parameters.tsv,admiral::derive_vars_computed,admiral::derive_vars_computed,False,False,1,False,clinical_placeholders; derivation_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_computed
pharmaverse/admiral/derive_vars_crit_flag,admiral,derive_vars_crit_flag,L3,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; scalarish_input_has_complex_placeholder:values_yn.tsv; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,inputs/condition.tsv; inputs/create_numeric_flag.tsv; inputs/crit_nr.tsv; inputs/dataset.tsv; inputs/description.tsv; inputs/values_yn.tsv,inputs/adbds.tsv; inputs/condition.tsv; inputs/create_numeric_flag.tsv; inputs/crit_nr.tsv; inputs/dataset.tsv; inputs/description.tsv; inputs/values_yn.tsv,admiral::derive_vars_crit_flag,admiral::derive_vars_crit_flag; rlang::parse_expr,False,False,1,False,clinical_placeholders; scalarish_input_has_complex_placeholder:values_yn.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_crit_flag
pharmaverse/admiral/derive_vars_dt,admiral,derive_vars_dt,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,inputs/datase.tsv; inputs/flag_imputation.tsv; inputs/new_vars_prefix.tsv,inputs/datase.tsv; inputs/flag_imputation.tsv; inputs/flag_imputation_df.tsv; inputs/new_vars_prefix.tsv; inputs/new_vars_prefix_df.tsv,admiral::derive_vars_dt; rlang::sym,admiral::derive_vars_dt; rlang::sym,False,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_dt
pharmaverse/admiral/derive_vars_dtm,admiral,derive_vars_dtm,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/datase.tsv,inputs/datase.tsv,inputs/datase.tsv; inputs/dtc.tsv; inputs/flag_imputation.tsv; inputs/mhdt.tsv; inputs/new_vars_prefix.tsv,admiral::derive_vars_dtm; rlang::sym,admiral::derive_vars_dtm; rlang::sym,False,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_dtm
pharmaverse/admiral/derive_vars_dtm_to_dt,admiral,derive_vars_dtm_to_dt,L1,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,inputs/datase.tsv,inputs/datase.tsv; inputs/source_vars.tsv,admiral::derive_vars_dtm_to_dt; admiral::exprs,admiral::derive_vars_dtm_to_dt; admiral::exprs,False,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_dtm_to_dt
pharmaverse/admiral/derive_vars_dtm_to_tm,admiral,derive_vars_dtm_to_tm,L1,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; scalarish_input_has_complex_placeholder:source_vars.tsv; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,,inputs/datase.tsv,inputs/datase.tsv; inputs/source_vars.tsv,admiral::derive_vars_dtm_to_tm; admiral::exprs,admiral::derive_vars_dtm_to_tm; admiral::exprs,False,False,1,False,clinical_placeholders; scalarish_input_has_complex_placeholder:source_vars.tsv; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_dtm_to_tm
pharmaverse/admiral/derive_vars_duration,admiral,derive_vars_duration,L2,C_REPAIR_FIXTURE,clinical_placeholders; current_and_simple_timeout; unit_mismatch_placeholders,TIMEOUT,exec_fail,TIMEOUT,exec_fail,outputs/result.csv,outputs/result.csv,,,inputs/datase.tsv; inputs/new_var.tsv; inputs/new_var_unit.tsv,inputs/datase.tsv; inputs/new_var.tsv; inputs/new_var_unit.tsv,inputs/datase.tsv; inputs/new_var.tsv; inputs/new_var_unit.tsv,admiral::derive_vars_duration,admiral::derive_vars_duration,False,False,1,False,clinical_placeholders; unit_mismatch_placeholders,/mnt/workspace-storage/lab_workspace/projects/RBioBench/tasks/releases/rbiobench_stable_v1/tracks/clinical_pilot/tasks/admiral/derive_vars_duration
